"a.dsLabel.mlp.truth","a.dsLabel.mlp.response","resp"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,3,"N"
2,0,"N"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,0,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,1,"N"
2,0,"N"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,1,"N"
2,3,"N"
2,0,"N"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,3,"N"
2,3,"N"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,1,"N"
2,3,"N"
2,2,"S"
2,1,"N"
2,0,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,0,"N"
2,3,"N"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,0,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,1,"N"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,3,"N"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,0,"N"
2,0,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,1,"N"
2,0,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,1,"N"
2,0,"N"
2,1,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,3,"N"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,0,"N"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,3,"N"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,0,"N"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,3,"N"
2,0,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,3,"N"
2,0,"N"
2,2,"S"
2,2,"S"
2,1,"N"
2,1,"N"
2,3,"N"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,3,"N"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,3,"N"
2,0,"N"
2,2,"S"
2,3,"N"
2,2,"S"
2,0,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,1,"N"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,0,"N"
2,2,"S"
2,2,"S"
2,0,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,1,"N"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,0,"N"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,3,"N"
2,1,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,3,"N"
2,1,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,0,"N"
2,0,"N"
2,0,"N"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,0,"N"
2,2,"S"
2,3,"N"
2,2,"S"
2,3,"N"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,2,"S"
2,3,"N"
2,0,"N"
